paperId_acm,title_acm,authors_acm,venue_acm,year_acm,cleaned_title_acm,cleaned_authors_acm,index_acm
53909f8c20f70186a0e401d7,Efficient indexing methods for probabilistic threshold queries over uncertain data,"Reynold Cheng, Yuni Xia, Sunil Prabhakar, Rahul Shah, Jeffrey Scott Vitter",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,efficient indexing methods for probabilistic threshold queries over uncertain data,reynold cheng yuni xia sunil prabhakar rahul shah jeffrey scott vitter,632
539087cf20f70186a0d5b6d3,Algebras for querying text regions (extended abstract),"Mariano P. Consens, Tova Milo",PODS '95 Proceedings of the fourteenth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1995,algebras for querying text regions extended abstract,mariano p consens tova milo,696
53908b2a20f70186a0db9749,Experiences in Federated Databases: From IRO-DB to MIRO-Web,"Peter Fankhauser, Georges Gardarin, M. Lopez, J. Muñoz, Anthony Tomasic",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,experiences in federated databases from iro db to miro web,peter fankhauser georges gardarin m lopez j mu oz anthony tomasic,2488
539087dd20f70186a0d644cf,Scalable parallel data mining for association rules,"Eui-Hong Han, George Karypis, Vipin Kumar",SIGMOD '97 Proceedings of the 1997 ACM SIGMOD international conference on Management of data,1997,scalable parallel data mining for association rules,eui hong han george karypis vipin kumar,975
539087d920f70186a0d604f2,BeSS object storage manager: architecture overview,"Alexandros Biliris, Euthimios Panagos",ACM SIGMOD Record,1996,bess object storage manager architecture overview,alexandros biliris euthimios panagos,880
53909f8c20f70186a0e401e2,A multi-purpose implementation of mandatory access control in relational database management systems,"Walid Rjaibi, Paul Bird",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,a multi purpose implementation of mandatory access control in relational database management systems,walid rjaibi paul bird,597
53908a9620f70186a0da47ca,Temporal Integrity Constraints with Indeterminacy,"Wes Cowley, Dimitris Plexousakis",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,temporal integrity constraints with indeterminacy,wes cowley dimitris plexousakis,2214
53908b2a20f70186a0db9742,NeuroRule: A Connectionist Approach to Data Mining,"Hongjun Lu, Rudy Setiono, Huan Liu",VLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases,1995,neurorule a connectionist approach to data mining,hongjun lu rudy setiono huan liu,2493
53909f8c20f70186a0e3fe5d,Memory requirements for query execution in highly constrained devices,"Nicolas Anciaux, Luc Bouganim, Philippe Pucheral",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,memory requirements for query execution in highly constrained devices,nicolas anciaux luc bouganim philippe pucheral,434
5390980720f70186a0e03ea2,Region streams: functional macroprogramming for sensor networks,"Ryan Newton, Matt Welsh",DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004,2004,region streams functional macroprogramming for sensor networks,ryan newton matt welsh,232
539087f320f70186a0d6f7a8,Using LDAP directory caches,"Sophie Cluet, Olga Kapitskaia, Divesh Srivastava",PODS '99 Proceedings of the eighteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,1999,using ldap directory caches,sophie cluet olga kapitskaia divesh srivastava,1269
539087d420f70186a0d5df70,InfoHarness: a system for search and retrieval of heterogeneous information,"Leon Shklar, Amit Sheth, Vipul Kashyap, Satish Thatte",SIGMOD '95 Proceedings of the 1995 ACM SIGMOD international conference on Management of data,1995,infoharness a system for search and retrieval of heterogeneous information,leon shklar amit sheth vipul kashyap satish thatte,811
539087e720f70186a0d6969c,The multidimensional database system RasDaMan,"P. Baumann, A. Dehmel, P. Furtado, R. Ritsch, N. Widmann",SIGMOD '98 Proceedings of the 1998 ACM SIGMOD international conference on Management of data,1998,the multidimensional database system rasdaman,p baumann a dehmel p furtado r ritsch n widmann,1204
539087fe20f70186a0d75e22,The Web as a graph,"Ravi Kumar, Prabhakar Raghavan, Sridhar Rajagopalan, D. Sivakumar, Andrew Tompkins, Eli Upfal",PODS '00 Proceedings of the nineteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2000,the web as a graph,ravi kumar prabhakar raghavan sridhar rajagopalan d sivakumar andrew tompkins eli upfal,1418
539087d920f70186a0d60e5a,Combining fuzzy information from multiple systems (extended abstract),Ronald Fagin,PODS '96 Proceedings of the fifteenth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1996,combining fuzzy information from multiple systems extended abstract,ronald fagin,914
5390880220f70186a0d75f2b,DLFM: a transactional resource manager,"Hui-I Hsiao, Inderpal Narang",SIGMOD '00 Proceedings of the 2000 ACM SIGMOD international conference on Management of data,2000,dlfm a transactional resource manager,hui i hsiao inderpal narang,1502
53909f8c20f70186a0e3fe6f,OASIS: an online and accurate technique for local-alignment searches on biological sequences,"Colin Meek, Jignesh M. Patel, Shruti Kasetty",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,oasis an online and accurate technique for local alignment searches on biological sequences,colin meek jignesh m patel shruti kasetty,442
53908a9620f70186a0da4cf8,Using Formal Methods to Reason about Semantics-Based Decompositions of Transactions,"Paul Ammann, Sushil Jajodia, Indrakshi Ray",VLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases,1995,using formal methods to reason about semantics based decompositions of transactions,paul ammann sushil jajodia indrakshi ray,2294
539095ba20f70186a0df0f08,An environmental sensor network to determine drinking water quality and security,"Anastassia Ailamaki, Christos Faloutos, Paul S. Fischbeck, Mitchell J. Small, Jeanne VanBriesen",ACM SIGMOD Record,2003,an environmental sensor network to determine drinking water quality and security,anastassia ailamaki christos faloutos paul s fischbeck mitchell j small jeanne vanbriesen,2850
53908d6520f70186a0dd1a00,D(k)-index: an adaptive structural summary for graph-structured data,"Qun Chen, Andrew Lim, Kian Win Ong",Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,d k index an adaptive structural summary for graph structured data,qun chen andrew lim kian win ong,2714
539087cf20f70186a0d5d037,The database group at National Technical University of Athens (NTUA),CORPORATE National Technical Univ. of Athens,ACM SIGMOD Record,1995,the database group at national technical university of athens ntua,corporate national technical univ of athens,722
539087f320f70186a0d6f893,EMC information sharing: direct access to MVS data from UNIX and NT,Walt Kohler,SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,emc information sharing direct access to mvs data from unix and nt,walt kohler,1311
539087cf20f70186a0d5d1bf,Answering queries using templates with binding patterns (extended abstract),"Anand Rajaraman, Yehoshua Sagiv, Jeffrey D. Ullman",PODS '95 Proceedings of the fourteenth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1995,answering queries using templates with binding patterns extended abstract,anand rajaraman yehoshua sagiv jeffrey d ullman,732
53909f8c20f70186a0e40214,Trust-Serv: a lightweight trust negotiation service,"Halvard Skogsrud, Boualem Benatallah, Fabio Casati, Manh Q. Dinh",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,trust serv a lightweight trust negotiation service,halvard skogsrud boualem benatallah fabio casati manh q dinh,610
53908a9620f70186a0da4cec,DB2 Query Parallelism: Staging and Implementation,Yun Wang,VLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases,1995,db2 query parallelism staging and implementation,yun wang,2287
53908b4920f70186a0dbabbb,Context-based prefetch – an optimization for implementing objects on relations,"Philip A. Bernstein, Shankar Pal, David Shutt",The VLDB Journal — The International Journal on Very Large Data Bases,2000,context based prefetch an optimization for implementing objects on relations,philip a bernstein shankar pal david shutt,2520
5390882d20f70186a0d8dac8,"Hierarchical subspace sampling: a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search",Charu C. Aggarwal,Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,hierarchical subspace sampling a unified framework for high dimensional data reduction selectivity estimation and nearest neighbor search,charu c aggarwal,1825
539087e720f70186a0d69653,CURE: an efficient clustering algorithm for large databases,"Sudipto Guha, Rajeev Rastogi, Kyuseok Shim",SIGMOD '98 Proceedings of the 1998 ACM SIGMOD international conference on Management of data,1998,cure an efficient clustering algorithm for large databases,sudipto guha rajeev rastogi kyuseok shim,1136
539087f320f70186a0d6f79c,Inherent complexity of recursive queries,Stavros Cosmadakis,PODS '99 Proceedings of the eighteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,1999,inherent complexity of recursive queries,stavros cosmadakis,1249
539087f320f70186a0d6f7a7,On indexing mobile objects,"George Kollios, Dimitrios Gunopulos, Vassilis J. Tsotras",PODS '99 Proceedings of the eighteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,1999,on indexing mobile objects,george kollios dimitrios gunopulos vassilis j tsotras,1266
5590dae80cf237666fc294da,Book review column,Karl Aberer,ACM SIGMOD Record,2002,book review column,karl aberer,1850
539087f320f70186a0d6fde5,"Sequences, datalog, transducers","Anthony Bonner, Giansalvatore Mecca",Journal of Computer and System Sciences - Fourteenth ACM SIGACT-SIGMOD-SIGART symposium on principles of database systems,1998,sequences datalog transducers,anthony bonner giansalvatore mecca,1385
53909f6920f70186a0e3a963,Foundation matters,C. J. Date,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,foundation matters,c j date,271
5390881220f70186a0d7e356,DNA-miner: a system prototype for mining DNA sequences,"Jiawei Han, Hasan Jamil, Ying Lu, Liangyou Chen, Yaqin Liao, Jian Pei",SIGMOD '01 Proceedings of the 2001 ACM SIGMOD international conference on Management of data,2001,dna miner a system prototype for mining dna sequences,jiawei han hasan jamil ying lu liangyou chen yaqin liao jian pei,1693
5390958920f70186a0deec7e,In-context peer-to-peer information filtering on the Web,Aris M. Ouksel,ACM SIGMOD Record,2003,in context peer to peer information filtering on the web,aris m ouksel,2812
5390881220f70186a0d7f81f,Exploiting main memory DBMS features to improve real-time concurrency control protocols,"Özgür Ulusoy, Alejandro Buchmann",ACM SIGMOD Record,1996,exploiting main memory dbms features to improve real time concurrency control protocols,zg r ulusoy alejandro buchmann,1708
53908a7420f70186a0da4481,A Language for Manipulating Arrays,"Arunprasad P. Marathe, Kenneth Salem",VLDB '97 Proceedings of the 23rd International Conference on Very Large Data Bases,1997,a language for manipulating arrays,arunprasad p marathe kenneth salem,2005
5390881220f70186a0d7e29d,Extended path expressions of XML,Makoto Murata,PODS '01 Proceedings of the twentieth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2001,extended path expressions of xml,makoto murata,1601
539087d420f70186a0d5df45,View maintenance in a warehousing environment,"Yue Zhuge, Héctor García-Molina, Joachim Hammer, Jennifer Widom",SIGMOD '95 Proceedings of the 1995 ACM SIGMOD international conference on Management of data,1995,view maintenance in a warehousing environment,yue zhuge h ctor garc a molina joachim hammer jennifer widom,771
5390979920f70186a0dff268,The BEA streaming XQuery processor,"Daniela Florescu, Chris Hillery, Donald Kossmann, Paul Lucas, Fabio Riccardi, Till Westmann, J. Carey, Arvind Sundararajan",The VLDB Journal — The International Journal on Very Large Data Bases,2004,the bea streaming xquery processor,daniela florescu chris hillery donald kossmann paul lucas fabio riccardi till westmann j carey arvind sundararajan,178
53908a9620f70186a0da47d6,Contrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour Searches,"Jonathan Goldstein, Raghu Ramakrishnan",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,contrast plots and p sphere trees space vs time in nearest neighbour searches,jonathan goldstein raghu ramakrishnan,2222
5390881220f70186a0d7e28e,A Web Odyssey: from Codd to XML,Victor Vianu,PODS '01 Proceedings of the twentieth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2001,a web odyssey from codd to xml,victor vianu,1603
539087f320f70186a0d6f968,The active MultiSync controller of the cubetree storage organization,"Nick Roussopoulos, Yannis Kotidis, Yannis Sismanis",SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,the active multisync controller of the cubetree storage organization,nick roussopoulos yannis kotidis yannis sismanis,1360
