index_acm,paperId_acm,title_acm,authors_acm,venue_acm,year_acm
516,53909f8c20f70186a0e4019f,false positive or false negative mining frequent itemsets from high speed transactional data streams,jeffery xu yu zhihong chong hongjun lu aoying zhou,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
517,53909f8c20f70186a0e401a5,from xml view updates to relational view updates old solutions to a new problem,vanessa p braganholo susan b davidson carlos a heuser,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
518,53909f8c20f70186a0e40193,a framework for using materialized xpath views in xml query processing,andrey balmin fatma zcan kevin s beyer roberta j cochrane hamid pirahesh,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
519,53909f8c20f70186a0e401a2,bloom histogram path selectivity estimation for xml data with updates,wei wang haifeng jiang hongjun lu jeffrey xu yu,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
520,53909f8c20f70186a0e40197,limiting disclosure in hippocratic databases,kristen lefevre rakesh agrawal vuk ercegovac raghu ramakrishnan yirong xu david dewitt,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
521,53909f8c20f70186a0e401a4,rox relational over xml,alan halverson vanja josifovski guy lohman hamid pirahesh mathias m rschel,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
522,53909f8c20f70186a0e401a1,schema based scheduling of event processors and buffer minimization for queries on structured data streams,christoph koch stefanie scherzinger nicole schweikardt bernhard stegmaier,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
523,53909f8c20f70186a0e401a9,memory limited execution of windowed stream joins,utkarsh srivastava jennifer widom,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
524,53909f8c20f70186a0e401ac,wic a general purpose algorithm for monitoring web information sources,sandeep pandey kedar dhamdhere christopher olston,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
525,53909f8c20f70186a0e401af,accurate and efficient crawling for relevant websites,martin ester hans peter kriegel matthias schubert,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
526,53909f8c20f70186a0e401a3,xquery on sql hosts,torsten grust sherif sakr jens teubner,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
527,53909f8c20f70186a0e4019d,detecting change in data streams,daniel kifer shai ben david johannes gehrke,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
528,53909f8c20f70186a0e401b4,network aware query processing for stream based applications,yanif ahmad u ur etintemel,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
529,53909f8c20f70186a0e401bb,the polynomial complexity of fully materialized coalesced cubes,yannis sismanis nick roussopoulos,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
530,53909f8c20f70186a0e401b1,computing pagerank in a distributed internet search system,yuan wang david j dewitt,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
531,53909f8c20f70186a0e401b0,instance based schema matching for web databases by domain specific query probing,jiying wang ji rong wen fred lochovsky wei ying ma,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
532,53909f8c20f70186a0e401b7,query languages and data models for database sequences and data streams,yan nei law haixun wang carlo zaniolo,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
533,53909f8c20f70186a0e401ba,high dimensional olap a minimal cubing approach,xiaolei li jiawei han hector gonzalez,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
534,53909f8c20f70186a0e401c2,efficiency quality tradeoffs for vector score aggregation,pavan kumar c singitham mahathi s mahabhashyam prabhakar raghavan,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
535,53909f8c20f70186a0e401c3,merging the results of approximate match operations,sudipto guha nick koudas amit marathe divesh srivastava,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
536,53909f8c20f70186a0e401c5,steps towards cache resident transaction processing,stavros harizopoulos anastassia ailamaki,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
537,53909f8c20f70186a0e401c8,clotho decoupling memory page layout from storage organization,minglong shao jiri schindler steven w schlosser anastassia ailamaki gregory r ganger,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
538,53909f8c20f70186a0e401c1,towards an internet scale xml dissemination service,yanlei diao shariq rizvi michael j franklin,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
539,53909f8c20f70186a0e401c7,cache conscious radix decluster projections,stefan manegold peter boncz niels nes martin kersten,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
540,53909f8c20f70186a0e401cb,resilient rights protection for sensor streams,radu sion mikhail atallah sunil prabhakar,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
541,53909f8c20f70186a0e401c6,write optimized b trees,goetz graefe,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
542,53909f8c20f70186a0e401c9,vision paper enabling privacy for the paranoids,g aggarwal m bawa p ganesan h garcia molina k kenthapadi n mishra r motwani u srivastava d thomas j widom y xu,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
543,53909f8c20f70186a0e401bd,objectrank authority based keyword search in databases,andrey balmin vagelis hristidis yannis papakonstantinou,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
544,53909f8c20f70186a0e401ad,similarity search for web services,xin dong alon halevy jayant madhavan ema nemes jun zhang,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
545,53909f8c20f70186a0e401ca,a privacy preserving index for range queries,bijit hore sharad mehrotra gene tsudik,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
546,53909f8c20f70186a0e401cc,reverse knn search in arbitrary dimensionality,yufei tao dimitris papadias xiang lian,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
547,53909f8c20f70186a0e401b3,online balancing of range partitioned data with applications to peer to peer systems,prasanna ganesan mayank bawa hector garcia molina,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
548,53909f8c20f70186a0e401b6,linear road a stream data management benchmark,arvind arasu mitch cherniack eduardo galvez david maier anurag s maskey esther ryvkina michael stonebraker richard tibbetts,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
549,53909f8c20f70186a0e401c0,griddb a data centric overlay for scientific grids,david t liu michael j franklin,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
550,53909f8c20f70186a0e401b9,auditing compliance with a hippocratic database,rakesh agrawal roberto bayardo christos faloutsos jerry kiernan ralf rantzau ramakrishnan srikant,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
551,53909f8c20f70186a0e401bf,model driven data acquisition in sensor networks,amol deshpande carlos guestrin samuel r madden joseph m hellerstein wei hong,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
552,53909f8c20f70186a0e401bc,relational link based ranking,floris geerts heikki mannila evimaria terzi,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
